slug,title,published,changed,rewritten,action,reason,removedBodyImages
"mens-necktie-selection-guide","3040 남성을 위한 넥타이를 과하지 않게 고르는 기준 5가지","true","false","false","통합 검토","제목 2-gram Jaccard 유사도 ≥ 0.5. 중복 확정 아님; 본문·검색 의도·유입 확인 뒤 결정","0"
"mens-new-job-first-day-outfit-guide","3040 남성을 위한 새 직장 첫 출근 옷차림 기준 5가지","true","false","false","보강 검토","기계 점검만 완료; 독창성·실제 사례·제목의 질문 충족 여부는 편집 검토 필요","0"
"mens-new-shirt-first-wash-guide","3040 남성을 위한 새 셔츠 첫 세탁 전 확인할 5가지 기준","true","true","false","통합 검토","제목 2-gram Jaccard 유사도 ≥ 0.5. 중복 확정 아님; 본문·검색 의도·유입 확인 뒤 결정","0"
"mens-newborn-family-photo-outfit-guide","3040 남성을 위한 신생아 가족 사진 촬영 옷차림 가이드","true","true","false","보강 검토","기계 점검만 완료; 독창성·실제 사례·제목의 질문 충족 여부는 편집 검토 필요","1"
"mens-office-cardigan-selection-guide","3040 남성을 위한 출근용 가디건 선택: 셔츠 위에 입는 5가지 기준","true","true","false","보강 검토","기계 점검만 완료; 독창성·실제 사례·제목의 질문 충족 여부는 편집 검토 필요","1"
"mens-office-sneaker-styling-guide","3040 남성을 위한 스니커즈를 출근복에 단정하게 연결하는 기준 5가지","true","false","false","보강 검토","기계 점검만 완료; 독창성·실제 사례·제목의 질문 충족 여부는 편집 검토 필요","0"
"mens-online-clothing-measurement-guide","3040 남성을 위한 온라인 의류 실측 비교 기준 5가지","true","false","false","보강 검토","기계 점검만 완료; 독창성·실제 사례·제목의 질문 충족 여부는 편집 검토 필요","0"
"mens-online-clothing-return-guide","3040 남성을 위한 온라인 구매 의류 반품·교환 판단 기준 5가지","true","false","false","보강 검토","기계 점검만 완료; 독창성·실제 사례·제목의 질문 충족 여부는 편집 검토 필요","0"
"mens-online-clothing-review-guide","3040 남성을 위한 온라인 의류 리뷰를 읽는 기준 5가지","true","true","false","보강 검토","기계 점검만 완료; 독창성·실제 사례·제목의 질문 충족 여부는 편집 검토 필요","1"
"mens-open-collar-shirt-guide","3040 남성을 위한 오픈칼라 셔츠 선택: 출근과 주말을 잇는 5가지 기준","true","true","false","보강 검토","기계 점검만 완료; 독창성·실제 사례·제목의 질문 충족 여부는 편집 검토 필요","1"
"mens-outdoor-cinema-outfit-guide","3040 남성을 위한 늦여름 야외 영화 관람 옷차림: 바람·좌석·귀가를 고려한 5가지 기준","true","true","false","보강 검토","기계 점검만 완료; 독창성·실제 사례·제목의 질문 충족 여부는 편집 검토 필요","1"
"mens-outdoor-concert-outfit-guide","3040 남성을 위한 야외 스탠딩 콘서트 옷차림 기준 5가지","true","false","false","보강 검토","기계 점검만 완료; 독창성·실제 사례·제목의 질문 충족 여부는 편집 검토 필요","0"
"mens-overshirt-styling-guide","3040 남성을 위한 오버셔츠를 재킷처럼 활용하는 기준 5가지","true","false","false","보강 검토","기계 점검만 완료; 독창성·실제 사례·제목의 질문 충족 여부는 편집 검토 필요","0"
"mens-parents-birthday-dinner-outfit-guide","3040 남성을 위한 부모님 생신 식사 옷차림: 식당 격식·가족 사진·이동을 고려한 5가지 기준","true","false","false","보강 검토","기계 점검만 완료; 독창성·실제 사례·제목의 질문 충족 여부는 편집 검토 필요","0"
"mens-park-outing-dad-outfit-guide","3040 아빠를 위한 아이와 공원 나들이 옷차림 기준 5가지","true","false","false","보강 검토","기계 점검만 완료; 독창성·실제 사례·제목의 질문 충족 여부는 편집 검토 필요","0"
"mens-pet-hair-workwear-care-guide","3040 남성을 위한 반려동물 털이 묻은 출근복 관리 기준 5가지","true","false","false","보강 검토","기계 점검만 완료; 독창성·실제 사례·제목의 질문 충족 여부는 편집 검토 필요","0"
"mens-pocket-carry-silhouette-guide","3040 남성을 위한 주머니 수납과 옷 실루엣 정리 기준 5가지","true","false","false","보강 검토","기계 점검만 완료; 독창성·실제 사례·제목의 질문 충족 여부는 편집 검토 필요","0"
"mens-pocket-square-styling-guide","3040 남성을 위한 포켓스퀘어를 과하지 않게 고르는 기준 5가지","true","false","false","통합 검토","제목 2-gram Jaccard 유사도 ≥ 0.5. 중복 확정 아님; 본문·검색 의도·유입 확인 뒤 결정","0"
"mens-polo-shirt-selection-guide","3040 남성을 위한 폴로셔츠를 단정하게 고르는 기준 5가지","true","false","false","통합 검토","제목 2-gram Jaccard 유사도 ≥ 0.5. 중복 확정 아님; 본문·검색 의도·유입 확인 뒤 결정","0"
"mens-pottery-class-outfit-guide","3040 남성을 위한 주말 도예 클래스 옷차림 가이드","true","false","false","보강 검토","기계 점검만 완료; 독창성·실제 사례·제목의 질문 충족 여부는 편집 검토 필요","0"
"mens-presentation-outfit-guide","3040 남성을 위한 사내 발표·강연 옷차림 기준 5가지","true","false","false","보강 검토","기계 점검만 완료; 독창성·실제 사례·제목의 질문 충족 여부는 편집 검토 필요","0"
"mens-profile-photo-outfit-guide","3040 남성을 위한 프로필 사진 촬영 옷차림 기준 5가지","true","false","false","보강 검토","기계 점검만 완료; 독창성·실제 사례·제목의 질문 충족 여부는 편집 검토 필요","0"
"mens-quilted-jacket-selection-guide","3040 남성 퀼티드 재킷 선택: 무게·실루엣·레이어·장면·관리 5가지 기준","true","true","false","보강 검토","기계 점검만 완료; 독창성·실제 사례·제목의 질문 충족 여부는 편집 검토 필요","0"
"mens-rainy-commute-trouser-hem-care-guide","3040 남성을 위한 비 온 뒤 출근 바지 밑단 관리: 젖음·오염·건조를 보는 5가지 기준","true","true","false","보강 검토","기계 점검만 완료; 독창성·실제 사례·제목의 질문 충족 여부는 편집 검토 필요","1"
"mens-reunion-outfit-guide","3040 남성을 위한 동창회 옷차림 기준 5가지","true","false","false","보강 검토","기계 점검만 완료; 독창성·실제 사례·제목의 질문 충족 여부는 편집 검토 필요","0"
"mens-sandal-selection-guide","3040 남성을 위한 여름 샌들을 단정하게 고르는 기준 5가지","true","false","false","보강 검토","기계 점검만 완료; 독창성·실제 사례·제목의 질문 충족 여부는 편집 검토 필요","0"
"mens-scarf-styling-guide","3040 남성을 위한 머플러를 단정하게 고르고 두르는 기준 5가지","true","false","false","보강 검토","기계 점검만 완료; 독창성·실제 사례·제목의 질문 충족 여부는 편집 검토 필요","0"
"mens-school-event-outfit-guide","3040 남성을 위한 학부모 상담·학교 행사 옷차림 기준 5가지","true","false","false","보강 검토","기계 점검만 완료; 독창성·실제 사례·제목의 질문 충족 여부는 편집 검토 필요","0"
"mens-seasonal-wardrobe-storage-guide","3040 남성을 위한 계절 옷장 교체·보관 기준 5가지","true","false","false","보강 검토","기계 점검만 완료; 독창성·실제 사례·제목의 질문 충족 여부는 편집 검토 필요","0"
"mens-shirt-back-dart-selection-guide","3040 남성을 위한 셔츠 등판 다트 선택 기준 5가지","true","false","false","보강 검토","기계 점검만 완료; 독창성·실제 사례·제목의 질문 충족 여부는 편집 검토 필요","0"
"mens-shirt-button-selection-guide","3040 남성을 위한 셔츠 단추 소재·두께 선택 기준 5가지","true","false","false","보강 검토","기계 점검만 완료; 독창성·실제 사례·제목의 질문 충족 여부는 편집 검토 필요","0"
"mens-shirt-collar-guide","3040 남성을 위한 셔츠 칼라 선택 기준 5가지","true","false","false","보강 검토","기계 점검만 완료; 독창성·실제 사례·제목의 질문 충족 여부는 편집 검토 필요","0"
"mens-shirt-collar-stain-care-guide","남성 셔츠 칼라 얼룩 관리: 케어라벨부터 확인하는 순서","true","true","false","보강 검토","기계 점검만 완료; 독창성·실제 사례·제목의 질문 충족 여부는 편집 검토 필요","1"
"mens-shirt-collar-stay-guide","3040 남성을 위한 셔츠 칼라 스테이 점검: 탈착·세탁·보관 전 확인할 5가지 기준","true","false","false","보강 검토","기계 점검만 완료; 독창성·실제 사례·제목의 질문 충족 여부는 편집 검토 필요","0"
"mens-shirt-fabric-selection-guide","3040 남성을 위한 셔츠 원단을 고르는 기준 5가지","true","false","false","보강 검토","기계 점검만 완료; 독창성·실제 사례·제목의 질문 충족 여부는 편집 검토 필요","0"
"mens-shirt-fit-guide","3040 남성을 위한 셔츠 핏 점검 기준 5가지","true","false","false","보강 검토","기계 점검만 완료; 독창성·실제 사례·제목의 질문 충족 여부는 편집 검토 필요","0"
"mens-shirt-ironing-wrinkle-guide","3040 남성을 위한 셔츠 다림질과 주름 관리 기준 5가지","true","false","false","보강 검토","기계 점검만 완료; 독창성·실제 사례·제목의 질문 충족 여부는 편집 검토 필요","0"
"mens-shirt-jacket-sleeve-proportion-guide","3040 남성을 위한 셔츠와 재킷 소매 길이 비율 가이드","true","true","false","보강 검토","기계 점검만 완료; 독창성·실제 사례·제목의 질문 충족 여부는 편집 검토 필요","0"
"mens-shirt-placket-selection-guide","3040 남성을 위한 셔츠 플래킷 선택 기준 5가지","true","false","false","보강 검토","기계 점검만 완료; 독창성·실제 사례·제목의 질문 충족 여부는 편집 검토 필요","0"
"mens-shirt-pocket-selection-guide","3040 남성을 위한 셔츠 포켓 유무·형태 선택 기준 5가지","true","false","false","보강 검토","기계 점검만 완료; 독창성·실제 사례·제목의 질문 충족 여부는 편집 검토 필요","0"
"mens-shirt-sleeve-cuff-guide","3040 남성을 위한 셔츠 소매·커프 선택 기준 5가지","true","false","false","보강 검토","기계 점검만 완료; 독창성·실제 사례·제목의 질문 충족 여부는 편집 검토 필요","0"
"mens-shirt-sleeve-rolling-guide","3040 남성을 위한 셔츠 소매를 단정하게 걷는 기준 5가지","true","false","false","보강 검토","기계 점검만 완료; 독창성·실제 사례·제목의 질문 충족 여부는 편집 검토 필요","0"
"mens-shirt-tuck-guide","3040 남성을 위한 셔츠 넣어 입기·빼 입기 기준 5가지","true","false","false","보강 검토","기계 점검만 완료; 독창성·실제 사례·제목의 질문 충족 여부는 편집 검토 필요","0"
"mens-shirt-undershirt-guide","3040 남성을 위한 셔츠 안 이너웨어 선택 기준 5가지","true","false","false","보강 검토","기계 점검만 완료; 독창성·실제 사례·제목의 질문 충족 여부는 편집 검토 필요","0"
"mens-shirt-yoke-selection-guide","3040 남성을 위한 셔츠 요크 구조 선택 기준 5가지","true","false","false","보강 검토","기계 점검만 완료; 독창성·실제 사례·제목의 질문 충족 여부는 편집 검토 필요","0"
"mens-shorts-styling-guide","3040 남성을 위한 반바지를 단정하게 입는 기준 5가지","true","false","false","보강 검토","기계 점검만 완료; 독창성·실제 사례·제목의 질문 충족 여부는 편집 검토 필요","0"
"mens-smart-denim-styling-guide","3040 남성을 위한 데님을 단정하게 입는 기준 5가지","true","false","false","보강 검토","기계 점검만 완료; 독창성·실제 사례·제목의 질문 충족 여부는 편집 검토 필요","0"
"mens-sock-pairing-guide","3040 남성을 위한 양말과 바지·신발 연결법 5가지","true","false","false","보강 검토","기계 점검만 완료; 독창성·실제 사례·제목의 질문 충족 여부는 편집 검토 필요","0"
"mens-spring-outerwear-pollen-care-guide","3040 남성을 위한 봄 아우터 꽃가루·미세먼지 관리법","true","false","false","보강 검토","기계 점검만 완료; 독창성·실제 사례·제목의 질문 충족 여부는 편집 검토 필요","0"
"mens-subtle-pattern-styling-guide","3040 남성을 위한 체크·스트라이프 패턴을 단정하게 입는 기준 5가지","true","false","false","보강 검토","기계 점검만 완료; 독창성·실제 사례·제목의 질문 충족 여부는 편집 검토 필요","0"
"mens-summer-baseball-game-outfit-guide","3040 남성을 위한 여름 야구장 관람 옷차림: 더위와 실내 냉방을 함께 고려하는 5가지 기준","true","false","false","보강 검토","기계 점검만 완료; 독창성·실제 사례·제목의 질문 충족 여부는 편집 검토 필요","0"
"mens-summer-commute-sweat-care-guide","3040 남성을 위한 여름 출근 땀 자국 관리: 셔츠와 재킷을 나누어 보는 5가지 기준","true","true","false","보강 검토","기계 점검만 완료; 독창성·실제 사례·제목의 질문 충족 여부는 편집 검토 필요","1"
"mens-summer-wedding-guest-guide","3040 남성을 위한 여름 결혼식 하객룩 기준 5가지","true","false","false","보강 검토","기계 점검만 완료; 독창성·실제 사례·제목의 질문 충족 여부는 편집 검토 필요","0"
"mens-sweatshirt-styling-guide","3040 남성을 위한 스웨트셔츠를 단정하게 입는 기준 5가지","true","false","false","보강 검토","기계 점검만 완료; 독창성·실제 사례·제목의 질문 충족 여부는 편집 검토 필요","0"
"mens-swimwear-aftercare-guide","3040 남성을 위한 수영복 세탁과 보관: 휴가 뒤 확인할 5가지","true","true","false","보강 검토","기계 점검만 완료; 독창성·실제 사례·제목의 질문 충족 여부는 편집 검토 필요","2"
"mens-temple-visit-outfit-guide","3040 남성을 위한 사찰 방문 옷차림 가이드","true","true","false","보강 검토","기계 점검만 완료; 독창성·실제 사례·제목의 질문 충족 여부는 편집 검토 필요","1"
"mens-theater-outfit-guide","3040 남성을 위한 공연장·극장 관람 옷차림 기준 5가지","true","false","false","보강 검토","기계 점검만 완료; 독창성·실제 사례·제목의 질문 충족 여부는 편집 검토 필요","0"
"mens-tie-knot-collar-proportion-guide","3040 남성을 위한 넥타이 매듭과 셔츠 칼라 비율: 중요한 미팅 전 5가지 점검","true","false","false","보강 검토","기계 점검만 완료; 독창성·실제 사례·제목의 질문 충족 여부는 편집 검토 필요","0"
"mens-transitional-weather-office-layering-guide","3040 남성을 위한 환절기 출근복 온도차 레이어링 기준 5가지","true","false","false","보강 검토","기계 점검만 완료; 독창성·실제 사례·제목의 질문 충족 여부는 편집 검토 필요","0"
"mens-trench-coat-commute-guide","3040 남성을 위한 가을 트렌치코트 출근 코디: 5가지 판단 기준","true","true","false","보강 검토","기계 점검만 완료; 독창성·실제 사례·제목의 질문 충족 여부는 편집 검토 필요","1"
"mens-trouser-center-crease-guide","3040 남성을 위한 팬츠 센터 크리스 선택·관리 기준 5가지","true","false","false","보강 검토","기계 점검만 완료; 독창성·실제 사례·제목의 질문 충족 여부는 편집 검토 필요","0"
"mens-trouser-fabric-weight-selection-guide","3040 남성을 위한 팬츠 원단 두께·무게 선택 기준 5가지","true","false","false","보강 검토","기계 점검만 완료; 독창성·실제 사례·제목의 질문 충족 여부는 편집 검토 필요","0"
"mens-trouser-fit-guide","3040 남성을 위한 슬랙스 핏 5가지 기준","true","false","false","보강 검토","기계 점검만 완료; 독창성·실제 사례·제목의 질문 충족 여부는 편집 검토 필요","0"
"mens-trouser-fly-closure-selection-guide","3040 남성을 위한 팬츠 앞여밈과 지퍼 구조 선택 기준 5가지","true","false","false","보강 검토","기계 점검만 완료; 독창성·실제 사례·제목의 질문 충족 여부는 편집 검토 필요","0"
"mens-trouser-hem-finish-selection-guide","3040 남성을 위한 팬츠 밑단 마감 선택 기준 5가지","true","false","false","보강 검토","기계 점검만 완료; 독창성·실제 사례·제목의 질문 충족 여부는 편집 검토 필요","0"
"mens-trouser-inner-thigh-wear-guide","3040 남성을 위한 슬랙스 안쪽 허벅지 마모 점검 기준 5가지","true","false","false","보강 검토","기계 점검만 완료; 독창성·실제 사례·제목의 질문 충족 여부는 편집 검토 필요","0"
"mens-trouser-knee-bagging-care-guide","3040 남성을 위한 팬츠 무릎 늘어남 예방·회복 관리 기준 5가지","true","false","false","보강 검토","기계 점검만 완료; 독창성·실제 사례·제목의 질문 충족 여부는 편집 검토 필요","0"
"mens-trouser-pleat-selection-guide","3040 남성을 위한 팬츠 플리츠 구조 선택 기준 5가지","true","false","false","보강 검토","기계 점검만 완료; 독창성·실제 사례·제목의 질문 충족 여부는 편집 검토 필요","0"
"mens-trouser-pocket-selection-guide","3040 남성을 위한 팬츠 포켓 구조 선택 기준 5가지","true","false","false","보강 검토","기계 점검만 완료; 독창성·실제 사례·제목의 질문 충족 여부는 편집 검토 필요","0"
"mens-trouser-rise-selection-guide","3040 남성을 위한 팬츠 밑위 길이 선택 기준 5가지","true","false","false","보강 검토","기계 점검만 완료; 독창성·실제 사례·제목의 질문 충족 여부는 편집 검토 필요","0"
"mens-trouser-waistband-selection-guide","3040 남성을 위한 팬츠 허리밴드 구조 선택 기준 5가지","true","false","false","보강 검토","기계 점검만 완료; 독창성·실제 사례·제목의 질문 충족 여부는 편집 검토 필요","0"
"mens-tshirt-fit-guide","3040 남성을 위한 티셔츠 핏 선택 기준 5가지","true","false","false","보강 검토","기계 점검만 완료; 독창성·실제 사례·제목의 질문 충족 여부는 편집 검토 필요","0"
"mens-tshirt-neckline-care-guide","티셔츠 목선이 달라 보일 때: 실제 케어라벨 읽기와 상태 점검","true","true","true","유지(범위 조정 재작성)","자료 기반 관찰표와 가상 예시로 재작성; 실제 제품 경험은 미확보","5"
"mens-tweed-jacket-selection-guide","3040 남성을 위한 가을 트위드 재킷 선택: 조직·무게·실루엣·장면·관리를 나누는 5가지 기준","true","true","false","보강 검토","기계 점검만 완료; 독창성·실제 사례·제목의 질문 충족 여부는 편집 검토 필요","0"
"mens-umbrella-drying-care-guide","3040 남성을 위한 우산 건조와 보관: 출근 가방·현관·옷장 손상 줄이는 5가지 기준","true","true","false","보강 검토","기계 점검만 완료; 독창성·실제 사례·제목의 질문 충족 여부는 편집 검토 필요","2"
"mens-valley-daytrip-outfit-guide","3040 남성을 위한 늦여름 계곡 나들이 옷차림: 이동·물놀이·귀가를 고려한 5가지 기준","true","false","false","보강 검토","기계 점검만 완료; 독창성·실제 사례·제목의 질문 충족 여부는 편집 검토 필요","0"
"mens-video-meeting-outfit-guide","3040 남성을 위한 화상회의 옷차림 선택 기준 5가지","true","false","false","보강 검토","기계 점검만 완료; 독창성·실제 사례·제목의 질문 충족 여부는 편집 검토 필요","0"
"mens-wardrobe-budget-guide","3040 남성을 위한 옷장 예산 배분 기준 5가지","true","false","false","보강 검토","기계 점검만 완료; 독창성·실제 사례·제목의 질문 충족 여부는 편집 검토 필요","0"
"mens-wardrobe-photo-inventory-guide","3040 남성을 위한 옷장 사진 기록으로 중복 구매를 줄이는 5단계","true","true","false","보강 검토","기계 점검만 완료; 독창성·실제 사례·제목의 질문 충족 여부는 편집 검토 필요","1"
"mens-watch-outfit-pairing-guide","3040 남성을 위한 옷차림에 맞는 손목시계 크기·스트랩 선택 기준 5가지","true","false","false","보강 검토","기계 점검만 완료; 독창성·실제 사례·제목의 질문 충족 여부는 편집 검토 필요","0"
"mens-weekend-bookstore-outfit-guide","3040 남성을 위한 주말 서점 나들이 옷차림 기준 5가지","true","false","false","보강 검토","기계 점검만 완료; 독창성·실제 사례·제목의 질문 충족 여부는 편집 검토 필요","0"
"mens-weekend-brunch-outfit-guide","3040 남성을 위한 주말 브런치 약속 옷차림 가이드","true","false","false","보강 검토","기계 점검만 완료; 독창성·실제 사례·제목의 질문 충족 여부는 편집 검토 필요","0"
"mens-weekend-farmers-market-outfit-guide","3040 남성을 위한 주말 파머스 마켓 옷차림: 이동과 장보기를 고려한 5가지 기준","true","false","false","보강 검토","기계 점검만 완료; 독창성·실제 사례·제목의 질문 충족 여부는 편집 검토 필요","0"
"mens-weekend-overnight-trip-outfit-guide","3040 남성을 위한 도심 근교 주말 1박 여행 옷차림 5가지 기준","true","false","false","보강 검토","기계 점검만 완료; 독창성·실제 사례·제목의 질문 충족 여부는 편집 검토 필요","0"
"mens-weight-change-wardrobe-guide","3040 남성을 위한 체중 변화 뒤 옷장 재정비 기준 5가지","true","false","false","보강 검토","기계 점검만 완료; 독창성·실제 사례·제목의 질문 충족 여부는 편집 검토 필요","0"
"mens-wet-suede-shoe-care-guide","3040 남성을 위한 비에 젖은 스웨이드 신발 관리: 말리기 전 확인할 5가지 기준","true","true","false","보강 검토","기계 점검만 완료; 독창성·실제 사례·제목의 질문 충족 여부는 편집 검토 필요","0"
"mens-wine-tasting-outfit-guide","3040 남성을 위한 와인 테이스팅 옷차림 가이드","true","false","false","보강 검토","기계 점검만 완료; 독창성·실제 사례·제목의 질문 충족 여부는 편집 검토 필요","0"
"mens-winter-glove-selection-guide","3040 남성을 위한 겨울 장갑 선택·코디 기준 5가지","true","true","false","보강 검토","기계 점검만 완료; 독창성·실제 사례·제목의 질문 충족 여부는 편집 검토 필요","1"
"mens-winter-wedding-guest-outerwear-guide","3040 남성을 위한 겨울 결혼식 하객 아우터 선택 가이드","true","false","false","보강 검토","기계 점검만 완료; 독창성·실제 사례·제목의 질문 충족 여부는 편집 검토 필요","0"
"mens-wool-coat-pilling-care-guide","3040 남성을 위한 울 코트 보풀 관리: 착용·제거·보관 전 5가지 기준","true","true","false","보강 검토","기계 점검만 완료; 독창성·실제 사례·제목의 질문 충족 여부는 편집 검토 필요","0"
"mens-work-bag-selection-guide","3040 남성을 위한 출근 가방 선택 기준 5가지","true","false","false","보강 검토","기계 점검만 완료; 독창성·실제 사례·제목의 질문 충족 여부는 편집 검토 필요","0"
"mens-work-dinner-outfit-guide","3040 남성을 위한 직장 회식 옷차림 기준 5가지","true","false","false","보강 검토","기계 점검만 완료; 독창성·실제 사례·제목의 질문 충족 여부는 편집 검토 필요","0"
"mens-work-weekend-wardrobe-guide","3040 남성을 위한 일과 주말을 잇는 옷장 구성 기준 5가지","true","false","false","보강 검토","기계 점검만 완료; 독창성·실제 사례·제목의 질문 충족 여부는 편집 검토 필요","0"
"rainy-season-office-look","장마철 남성 오피스룩","true","false","false","보강 검토","기계 점검만 완료; 독창성·실제 사례·제목의 질문 충족 여부는 편집 검토 필요","0"
"summer-office-look","여름 오피스룩 제안","true","false","false","보강 검토","기계 점검만 완료; 독창성·실제 사례·제목의 질문 충족 여부는 편집 검토 필요","0"
"summer-resort-top5","2026 여름 휴양지에서 빛나는 남성 패션 탑5 코디","true","false","false","보강 검토","기계 점검만 완료; 독창성·실제 사례·제목의 질문 충족 여부는 편집 검토 필요","0"
"working-with-agent-team","이번 시즌 무드 — 절제된 따뜻함","true","false","false","보강 검토","기계 점검만 완료; 독창성·실제 사례·제목의 질문 충족 여부는 편집 검토 필요","0"
